attendance_percentage,absence_streak,late_count,attendance_trend,classes_attended,classes_missed,quiz_average,assignment_average,learning_minutes,course_completion,previous_exam_score,recent_score_trend,risk_label,predicted_performance,engagement_level,is_anomaly
79.1,0,6,-0.08,42,11,93.5,75.3,360.6,90.9,83.5,-0.076,LOW,84.4,HIGH,1
87.1,0,3,0.047,44,7,91.3,90.8,391.7,82.4,100.0,-0.314,LOW,92.4,HIGH,1
56.3,4,2,-0.311,29,23,90.0,71.1,378.4,72.0,92.9,-0.266,HIGH,80.5,MEDIUM,1
89.8,0,4,0.325,40,5,90.0,86.9,409.0,81.6,92.1,-0.152,LOW,92.5,HIGH,1
95.2,0,7,0.018,51,3,60.6,78.2,376.8,85.0,82.8,0.485,LOW,74.4,HIGH,1
55.5,4,2,0.244,31,24,70.5,55.6,221.6,64.9,62.8,0.625,HIGH,61.5,MEDIUM,1
61.1,2,3,-0.155,29,19,56.7,61.4,280.3,62.3,64.9,-0.066,MEDIUM,58.4,MEDIUM,1
70.3,3,1,-0.398,33,14,85.9,76.4,352.5,77.9,75.5,0.332,MEDIUM,79.1,HIGH,1
63.6,1,2,0.096,28,16,63.5,57.9,317.2,72.8,55.9,0.193,MEDIUM,59.2,MEDIUM,1
68.8,0,1,-0.502,37,17,98.0,68.7,10.0,62.5,52.2,-0.111,LOW,59.4,MEDIUM,-1
86.0,0,5,0.442,40,6,82.1,70.9,405.2,64.1,66.1,-0.226,LOW,82.7,HIGH,1
55.6,3,4,-0.148,31,25,59.5,55.4,305.5,56.0,59.2,0.127,MEDIUM,59.9,MEDIUM,1
90.9,1,1,-0.145,50,5,85.6,89.6,378.4,94.4,85.4,-0.315,LOW,90.1,HIGH,1
66.7,2,1,-0.375,33,17,72.6,70.7,397.8,65.9,81.7,0.606,MEDIUM,71.7,MEDIUM,1
86.0,0,2,0.237,40,6,82.4,89.2,351.8,94.4,84.1,0.101,LOW,89.4,HIGH,1
51.1,5,1,-0.169,26,24,65.0,59.5,205.9,64.0,64.6,0.294,HIGH,61.6,LOW,1
81.1,0,7,0.386,33,8,86.0,86.6,404.8,87.3,97.7,-0.025,LOW,88.9,HIGH,1
96.9,0,5,0.23,40,1,85.6,90.6,425.8,89.0,93.6,0.382,LOW,95.6,HIGH,1
79.5,0,1,0.1,36,9,73.3,68.0,381.8,68.9,72.3,0.33,LOW,71.7,MEDIUM,1
54.6,3,4,-0.219,23,19,59.2,74.9,257.3,65.2,59.5,0.118,HIGH,58.4,LOW,1
57.4,6,2,-0.307,23,17,59.4,58.2,331.8,61.4,52.3,-0.432,HIGH,60.5,MEDIUM,1
58.9,3,1,-0.092,35,24,61.2,80.1,321.2,70.5,66.9,-0.277,MEDIUM,65.2,HIGH,1
96.7,0,6,0.226,53,2,93.7,98.4,557.0,93.8,100.0,0.16,LOW,98.0,HIGH,1
98.1,0,2,0.177,52,1,98.0,87.1,426.1,86.5,85.2,0.329,LOW,93.8,HIGH,1
73.7,2,4,0.791,41,15,81.4,72.2,344.3,70.2,64.6,0.202,LOW,78.9,MEDIUM,1
66.6,0,3,-0.136,38,19,72.0,59.7,294.7,74.4,58.6,0.195,LOW,64.0,MEDIUM,1
63.1,1,4,0.119,27,16,67.7,90.2,272.3,68.9,74.4,0.274,MEDIUM,75.2,MEDIUM,1
76.3,0,1,-0.095,32,10,76.0,60.3,365.6,68.1,74.1,0.121,LOW,72.8,MEDIUM,1
81.2,0,3,0.103,38,9,78.6,62.8,322.9,84.9,82.8,0.159,LOW,79.9,HIGH,1
96.9,0,3,-0.542,42,1,76.3,76.2,354.0,83.1,85.0,0.426,LOW,77.8,MEDIUM,1
72.7,1,0,0.127,39,15,62.7,77.1,332.2,81.9,63.6,0.017,LOW,72.6,HIGH,1
88.6,1,3,-0.084,46,6,80.4,55.8,446.1,68.5,71.2,0.423,LOW,80.2,MEDIUM,1
72.3,2,3,-0.112,38,15,61.0,63.8,252.7,61.3,69.1,-0.51,MEDIUM,64.9,MEDIUM,1
82.7,0,2,0.164,44,9,66.9,75.8,374.4,92.8,68.7,-0.029,LOW,75.5,MEDIUM,1
64.3,2,2,-0.371,28,16,59.1,86.5,279.7,67.3,63.1,-0.098,MEDIUM,65.5,MEDIUM,1
77.6,0,4,-0.363,34,10,88.1,71.5,300.6,74.7,77.7,0.223,LOW,79.1,MEDIUM,1
83.3,1,3,0.039,43,9,94.6,75.1,377.9,90.8,97.9,-0.181,LOW,93.4,HIGH,1
86.8,0,2,1.0,37,6,78.5,91.9,423.4,77.3,77.6,-0.158,LOW,89.1,HIGH,1
88.0,0,1,0.227,50,7,79.8,77.4,417.9,86.3,71.8,-0.253,LOW,82.4,HIGH,1
86.4,0,1,0.184,39,6,86.9,64.2,323.3,79.5,81.9,0.166,LOW,79.1,MEDIUM,1
77.8,0,3,-0.239,34,10,63.2,79.5,339.9,78.0,71.4,0.121,LOW,71.7,HIGH,1
84.7,0,4,-0.273,36,6,78.8,60.0,429.6,87.2,61.1,0.207,LOW,68.7,HIGH,1
75.8,0,1,-0.181,45,14,96.7,74.6,446.1,77.3,93.5,-0.09,LOW,81.0,MEDIUM,1
84.1,1,7,0.184,35,7,76.3,87.0,368.2,84.4,78.0,0.109,LOW,82.6,HIGH,1
79.6,1,3,-0.266,33,9,98.0,71.5,10.0,68.8,85.4,-0.151,LOW,75.2,HIGH,-1
84.4,0,3,0.529,50,9,76.2,72.5,396.5,77.3,71.6,0.096,LOW,80.9,MEDIUM,1
84.1,8,2,-0.95,34,7,74.2,88.1,399.3,88.8,80.6,0.371,LOW,72.6,HIGH,-1
65.0,1,6,-0.008,38,21,72.7,68.1,294.6,75.1,77.5,-0.012,MEDIUM,73.0,MEDIUM,1
80.2,0,5,0.18,46,11,78.8,71.4,371.9,81.4,81.6,-0.088,LOW,82.0,HIGH,1
85.9,8,2,-0.95,42,7,53.4,80.3,335.3,68.2,59.7,-0.014,LOW,69.8,MEDIUM,-1
63.1,0,2,-0.578,29,17,73.5,84.1,345.8,73.6,70.1,0.108,MEDIUM,69.2,MEDIUM,1
84.8,0,1,1.0,50,9,65.8,71.6,341.3,71.2,72.4,0.182,LOW,68.6,HIGH,1
90.0,0,4,0.157,48,5,88.0,79.6,363.6,71.2,84.0,0.006,LOW,82.4,HIGH,1
83.9,0,1,0.459,41,8,77.4,57.4,296.5,66.8,80.2,-0.017,LOW,71.2,HIGH,1
59.9,4,3,-0.132,35,24,66.6,78.9,314.0,67.1,74.4,0.255,MEDIUM,67.9,MEDIUM,1
66.1,2,0,-0.569,36,19,70.6,61.6,281.1,58.4,72.6,-0.061,MEDIUM,64.4,MEDIUM,1
76.9,0,2,-0.131,35,10,67.0,77.4,332.7,76.9,64.7,0.049,LOW,71.0,MEDIUM,1
98.2,0,3,0.108,55,1,77.0,99.0,410.3,99.8,90.4,-0.025,LOW,89.9,HIGH,1
83.1,0,0,-0.132,37,8,85.5,79.0,361.4,83.8,90.9,0.002,LOW,86.1,MEDIUM,1
73.3,0,6,0.145,42,15,65.4,86.5,346.9,75.4,74.5,0.097,LOW,72.7,HIGH,1
85.6,0,1,0.365,42,7,65.1,89.3,463.8,91.6,72.1,0.093,LOW,71.8,HIGH,1
74.5,8,4,-0.95,37,12,78.0,77.5,421.7,70.7,79.9,-0.075,LOW,78.6,MEDIUM,-1
73.0,8,2,-0.95,35,13,76.7,50.3,307.2,76.9,62.6,0.209,LOW,62.8,MEDIUM,-1
79.0,0,0,0.086,43,11,74.0,51.3,328.6,68.8,51.7,-0.05,LOW,65.1,MEDIUM,1
81.0,0,1,-0.027,40,10,78.1,89.4,334.6,90.1,62.0,-0.037,LOW,77.0,HIGH,1
95.7,0,2,-0.42,44,2,84.2,86.9,350.8,84.3,75.7,0.199,LOW,86.5,HIGH,1
85.4,0,1,-0.607,49,8,85.0,81.8,398.6,80.0,81.1,0.167,LOW,81.6,HIGH,1
59.2,4,2,-0.279,24,17,74.7,62.0,329.8,64.3,81.5,0.055,HIGH,77.2,MEDIUM,1
86.0,0,2,0.476,35,6,84.3,74.6,398.7,78.3,81.3,0.046,LOW,83.7,MEDIUM,1
96.3,0,4,0.136,50,2,93.9,81.4,439.6,83.0,93.1,-0.019,LOW,89.0,HIGH,1
89.9,0,3,0.225,45,5,98.0,76.0,346.1,70.8,89.0,0.001,LOW,83.3,HIGH,1
81.6,0,2,-0.206,47,11,81.4,80.4,303.3,75.0,76.2,-0.133,LOW,82.9,MEDIUM,1
51.3,2,2,-0.384,30,29,60.0,70.0,293.8,54.7,62.4,0.753,HIGH,57.9,MEDIUM,1
92.1,0,3,0.451,37,3,62.2,71.9,369.4,66.9,61.8,0.205,LOW,63.5,HIGH,1
87.7,0,5,0.233,49,7,63.2,87.4,399.9,86.6,64.6,-0.078,LOW,73.6,HIGH,1
43.8,3,1,-0.389,26,33,61.4,60.9,212.5,50.7,68.0,0.136,HIGH,57.0,LOW,1
87.3,0,3,0.301,50,7,75.6,78.2,369.0,91.0,75.0,-0.402,LOW,79.0,HIGH,1
63.8,0,3,-0.213,30,17,61.0,71.2,280.6,63.3,59.8,-0.09,MEDIUM,70.6,MEDIUM,1
59.9,2,4,0.075,31,21,71.8,56.3,371.2,54.5,69.2,0.356,MEDIUM,65.2,MEDIUM,1
77.5,1,1,0.246,33,10,82.3,68.4,431.4,81.6,84.3,0.541,LOW,78.7,HIGH,1
80.5,0,3,0.002,47,11,79.3,52.8,328.7,72.9,65.4,-0.123,LOW,71.6,MEDIUM,1
70.3,0,3,0.033,30,12,98.0,75.0,10.0,81.0,76.7,0.147,LOW,70.5,MEDIUM,-1
92.7,8,2,-0.95,42,3,98.0,81.4,461.6,82.6,92.2,-0.109,LOW,91.1,HIGH,-1
84.2,1,4,-0.386,38,7,76.1,76.3,414.3,66.2,83.2,0.289,LOW,78.6,MEDIUM,1
69.0,1,1,-0.383,31,14,80.5,69.1,311.7,75.2,86.4,-0.349,MEDIUM,74.4,HIGH,1
89.6,1,1,0.506,42,5,77.2,84.4,405.3,91.8,70.8,0.113,LOW,83.7,HIGH,1
52.1,5,2,-0.122,29,27,48.4,56.6,258.2,56.1,43.0,-0.297,HIGH,51.0,LOW,1
69.7,2,1,-0.338,34,15,70.8,73.9,326.9,85.3,68.1,-0.001,MEDIUM,73.3,MEDIUM,1
83.0,0,4,0.298,37,7,98.0,87.8,299.9,87.6,90.5,-0.043,LOW,87.5,HIGH,1
74.1,2,4,0.435,43,15,83.8,54.5,338.9,66.6,76.4,0.046,MEDIUM,73.0,MEDIUM,1
81.7,0,3,-0.083,41,9,74.7,74.2,350.6,82.1,77.3,0.383,LOW,81.0,HIGH,1
67.1,2,4,-0.431,33,16,75.3,61.9,358.9,59.6,86.3,0.166,MEDIUM,71.7,MEDIUM,1
64.0,2,1,0.707,27,15,63.2,79.8,295.6,73.5,54.9,0.046,LOW,73.3,MEDIUM,1
87.5,0,3,-0.168,43,6,87.1,83.4,450.0,72.7,86.6,0.052,LOW,89.0,HIGH,1
80.6,0,1,-0.066,33,8,98.0,83.6,338.7,82.1,98.4,0.082,LOW,91.2,MEDIUM,1
88.1,0,4,-0.007,42,6,72.7,86.9,433.2,86.5,69.9,0.233,LOW,80.2,HIGH,1
87.7,0,2,-0.2,39,5,82.1,96.6,366.6,90.4,83.2,0.136,LOW,85.5,HIGH,1
96.2,0,3,-0.478,54,2,87.7,86.5,397.5,86.9,95.0,0.366,LOW,96.5,HIGH,1
73.6,3,6,0.127,33,12,67.3,64.6,322.3,62.6,57.0,-0.209,HIGH,70.8,MEDIUM,1
59.8,4,1,-0.438,30,20,59.8,71.3,222.7,83.7,68.7,-0.003,HIGH,67.3,HIGH,1
79.3,0,5,0.233,35,9,76.8,71.4,367.0,67.7,85.1,0.013,LOW,73.3,MEDIUM,1
49.4,4,1,-0.501,23,23,52.1,66.1,365.4,52.1,44.4,-0.035,HIGH,54.4,MEDIUM,1
87.1,0,5,0.477,40,6,90.9,79.4,363.7,80.8,82.5,0.026,LOW,89.8,HIGH,1
89.0,1,2,0.084,38,5,77.5,71.3,369.2,78.1,87.4,0.135,LOW,86.6,HIGH,1
63.7,1,2,-0.502,31,18,65.4,66.5,331.0,68.7,70.8,-0.211,MEDIUM,76.3,MEDIUM,1
91.7,0,6,-0.105,52,5,69.6,64.1,380.2,83.2,70.8,-0.537,LOW,73.6,HIGH,1
49.4,2,0,-0.326,20,20,49.9,58.7,289.1,50.5,62.2,0.121,HIGH,57.7,MEDIUM,1
78.9,0,2,0.511,42,11,68.7,73.8,287.3,86.6,63.8,-0.17,LOW,70.1,HIGH,1
82.7,0,1,-0.075,37,8,98.0,64.4,10.0,71.2,66.7,-0.275,LOW,69.5,HIGH,-1
97.2,0,3,-0.383,49,1,71.3,79.1,409.5,73.0,73.2,-0.021,LOW,73.4,HIGH,1
71.1,0,1,0.622,38,15,80.7,91.1,212.0,83.5,85.5,0.447,LOW,84.0,HIGH,1
57.2,8,1,-0.95,34,25,80.9,71.0,258.8,65.0,74.4,0.415,MEDIUM,77.9,MEDIUM,-1
92.8,0,3,0.806,39,3,79.6,68.6,324.5,80.8,63.0,-0.02,LOW,77.0,HIGH,1
87.8,0,1,-0.452,48,7,68.1,75.3,374.1,87.1,74.6,-0.309,LOW,71.9,HIGH,1
92.7,0,3,-0.018,51,4,71.5,71.4,368.5,90.8,66.8,0.275,LOW,75.4,HIGH,1
82.4,0,4,-0.031,38,8,78.9,85.6,315.5,75.1,82.4,0.528,LOW,81.9,MEDIUM,1
74.1,0,2,0.363,35,12,73.3,65.1,350.2,52.1,71.9,0.46,LOW,70.3,MEDIUM,1
58.2,4,2,-0.04,25,18,45.5,61.3,294.7,59.9,49.1,0.023,HIGH,57.4,MEDIUM,1
77.5,0,2,0.684,40,11,48.6,84.6,261.0,75.1,56.6,0.157,LOW,74.9,HIGH,1
66.6,3,2,-0.706,34,17,69.5,73.3,315.0,69.1,86.4,0.144,MEDIUM,76.3,MEDIUM,1
91.8,0,4,-0.418,45,4,89.7,79.6,422.6,71.0,96.9,0.08,LOW,85.5,HIGH,1
97.4,0,3,0.415,50,1,98.0,84.1,463.5,84.4,91.9,-0.132,LOW,88.0,HIGH,1
93.0,0,2,0.782,46,4,74.1,74.6,329.6,75.9,81.7,-0.223,LOW,75.7,HIGH,1
84.7,0,3,0.466,42,8,98.0,93.6,10.0,78.1,94.9,0.258,LOW,96.0,HIGH,-1
83.4,0,3,0.321,45,9,73.8,67.1,362.6,61.5,77.8,0.081,LOW,72.3,MEDIUM,1
81.8,0,1,0.456,37,8,61.9,80.9,345.0,76.5,70.4,0.151,LOW,70.8,HIGH,1
75.9,0,5,-0.304,38,12,94.7,80.2,473.2,86.6,94.9,-0.076,LOW,92.6,HIGH,1
60.5,2,3,-0.32,25,16,45.9,83.6,302.1,69.7,67.9,-0.128,HIGH,56.6,MEDIUM,1
67.6,3,4,-0.24,32,16,66.8,68.7,302.1,54.4,75.1,-0.406,MEDIUM,66.9,MEDIUM,1
88.9,0,0,0.069,44,6,71.8,69.5,365.4,91.3,58.5,-0.438,LOW,74.5,HIGH,1
48.3,2,5,-0.091,27,28,63.8,65.3,254.1,46.2,66.2,0.271,MEDIUM,67.9,MEDIUM,1
76.6,0,2,0.092,40,12,84.8,65.5,318.6,71.0,92.1,0.481,LOW,83.9,MEDIUM,1
55.3,3,0,-0.383,29,23,41.0,57.7,237.4,55.1,55.0,0.041,HIGH,53.6,MEDIUM,1
98.1,1,5,-0.245,56,1,76.6,70.8,489.5,77.4,67.5,0.041,LOW,82.1,HIGH,1
79.6,1,1,0.057,32,8,86.3,67.7,274.9,69.4,68.5,-0.153,LOW,75.6,MEDIUM,1
93.9,1,3,-0.289,55,4,71.7,80.0,392.9,88.9,75.7,-0.247,LOW,80.2,HIGH,1
88.2,1,2,0.072,43,6,60.6,69.1,443.5,77.1,50.4,-0.133,LOW,64.4,HIGH,1
80.7,0,1,0.198,47,11,70.2,70.8,426.2,82.5,73.9,0.402,LOW,72.7,HIGH,1
76.0,0,4,-0.098,43,13,65.8,80.9,374.1,96.3,71.5,0.561,LOW,73.2,HIGH,1
69.8,3,4,-0.026,28,12,79.4,74.2,345.6,78.2,72.7,-0.273,LOW,77.6,MEDIUM,1
75.2,0,1,0.409,30,10,73.5,82.0,384.1,83.0,85.7,0.214,LOW,77.0,HIGH,1
87.9,0,0,-0.05,49,7,70.3,86.9,388.3,82.4,74.6,0.356,LOW,81.9,HIGH,1
79.5,1,3,-0.015,43,11,86.4,77.5,445.9,84.5,77.4,-0.085,LOW,85.1,HIGH,1
97.0,0,0,0.32,40,1,98.0,80.5,10.0,87.8,90.2,0.078,LOW,90.5,HIGH,-1
85.8,0,4,-0.203,43,7,61.4,78.3,326.7,76.1,70.3,-0.179,LOW,72.0,HIGH,1
47.6,8,6,-0.95,20,21,50.9,54.1,323.8,55.8,51.8,0.309,HIGH,47.6,MEDIUM,-1
46.4,2,4,-0.356,27,32,52.2,50.1,235.2,49.8,44.2,0.192,MEDIUM,50.4,MEDIUM,1
73.9,1,2,0.095,35,13,95.7,81.7,335.5,82.8,88.9,-0.323,LOW,93.1,HIGH,1
61.4,1,1,-0.415,36,22,63.6,75.0,313.2,58.1,62.2,-0.041,MEDIUM,65.5,MEDIUM,1
72.8,1,1,0.272,30,11,56.1,76.3,350.4,74.1,69.6,-0.074,LOW,69.3,HIGH,1
79.1,0,2,-0.308,43,12,72.8,73.6,353.5,82.4,63.5,0.389,LOW,73.5,MEDIUM,1
78.5,1,5,0.235,46,13,82.6,77.8,376.8,86.9,88.9,0.09,LOW,82.0,HIGH,1
51.5,3,4,-0.412,25,23,59.9,72.2,335.7,62.3,73.9,-0.032,MEDIUM,69.0,MEDIUM,1
56.7,5,1,0.227,33,26,76.4,53.3,298.6,64.9,68.6,0.282,HIGH,65.8,MEDIUM,1
76.2,0,3,0.374,33,10,82.2,72.7,394.9,83.5,84.6,-0.393,LOW,77.0,MEDIUM,1
77.3,0,1,0.138,40,12,81.9,86.9,413.5,79.4,90.6,-0.351,LOW,84.8,HIGH,1
79.1,0,4,0.088,43,11,98.0,77.0,10.0,88.6,75.6,0.419,LOW,83.0,HIGH,-1
84.9,0,2,-0.055,50,9,98.0,85.9,10.0,80.4,93.1,-0.077,LOW,92.2,HIGH,-1
64.7,1,0,-1.0,27,14,80.3,86.0,391.4,64.8,87.5,-0.148,MEDIUM,74.9,MEDIUM,1
76.7,0,1,0.133,45,14,60.2,86.8,377.0,74.4,65.2,-0.056,LOW,70.8,HIGH,1
62.6,0,2,0.091,36,21,53.4,55.8,264.8,61.3,64.0,0.527,LOW,63.5,MEDIUM,1
88.5,0,4,-0.183,42,6,86.4,91.1,390.1,93.1,91.0,0.293,LOW,87.9,HIGH,1
86.8,0,2,-0.147,51,8,67.7,82.9,224.3,71.8,80.8,-0.352,LOW,76.4,MEDIUM,1
88.0,8,1,-0.95,35,5,65.7,90.5,412.5,86.6,79.3,0.064,LOW,82.6,HIGH,-1
72.7,1,5,-0.28,31,11,82.0,46.7,376.7,74.9,80.0,-0.16,MEDIUM,66.9,MEDIUM,1
64.4,2,3,-0.469,36,20,62.1,76.1,234.0,68.5,70.4,0.335,MEDIUM,65.6,MEDIUM,1
62.3,3,4,-0.382,31,19,74.8,71.5,346.5,72.2,70.9,-0.249,MEDIUM,66.2,HIGH,1
85.8,0,5,0.137,40,7,85.1,83.0,399.7,82.7,82.6,0.133,LOW,81.9,HIGH,1
76.3,0,2,0.719,39,12,73.5,63.3,377.3,71.0,68.0,-0.045,LOW,72.3,MEDIUM,1
61.8,2,2,-0.264,31,19,76.4,70.7,342.2,59.8,72.3,0.031,MEDIUM,63.5,MEDIUM,1
51.8,3,3,-0.135,27,25,67.0,69.8,272.9,54.2,75.5,0.096,MEDIUM,70.9,MEDIUM,1
85.8,0,2,0.077,46,8,88.3,94.2,343.5,87.9,88.8,0.306,LOW,90.9,HIGH,1
85.4,0,1,0.19,50,9,61.1,83.4,332.3,86.9,70.9,-0.147,LOW,72.6,HIGH,1
78.0,0,2,0.145,44,12,72.1,81.0,331.5,82.7,61.8,-0.263,LOW,69.4,MEDIUM,1
97.9,1,0,0.39,50,1,67.4,84.2,323.4,93.2,75.4,0.13,LOW,79.3,HIGH,1
75.2,1,2,0.606,44,14,68.7,60.7,342.8,73.2,68.9,-0.203,LOW,71.6,HIGH,1
73.9,3,0,0.055,44,15,59.9,80.7,352.6,75.4,69.5,0.137,MEDIUM,72.7,MEDIUM,1
90.8,0,3,-0.009,45,5,68.5,81.3,344.4,78.5,61.0,-0.012,LOW,79.9,HIGH,1
79.6,8,3,-0.95,39,10,75.4,89.7,374.3,90.0,76.5,-0.206,LOW,83.0,HIGH,-1
73.4,0,5,0.611,41,15,91.0,65.9,393.4,65.4,71.5,-0.235,LOW,79.6,MEDIUM,1
74.3,2,0,0.205,39,13,76.2,79.4,374.6,76.6,73.1,0.213,MEDIUM,79.0,MEDIUM,1
59.9,2,5,0.128,33,22,68.1,65.2,269.6,49.4,67.3,-0.022,MEDIUM,65.2,MEDIUM,1
77.9,0,2,0.589,46,13,56.9,88.3,420.8,93.6,69.2,-0.209,LOW,74.3,HIGH,1
78.7,0,4,0.035,46,13,94.9,69.3,390.3,70.6,83.5,0.005,LOW,77.8,HIGH,1
83.5,0,1,0.394,47,9,79.3,79.3,328.4,65.1,77.3,-0.186,LOW,77.4,MEDIUM,1
79.9,0,3,0.154,35,9,88.3,74.3,365.1,87.6,81.4,0.081,LOW,82.4,HIGH,1
94.7,0,2,0.163,45,3,77.1,94.6,341.8,90.4,73.9,0.123,LOW,87.5,HIGH,1
69.2,1,1,-0.005,30,13,77.6,75.8,322.1,72.7,72.7,0.038,LOW,76.7,MEDIUM,1
76.0,0,1,0.63,36,12,56.0,56.1,373.8,81.2,63.9,-0.088,LOW,60.1,HIGH,1
82.9,0,2,0.27,46,9,80.3,67.6,398.5,71.6,85.4,-0.263,LOW,79.4,HIGH,1
83.4,1,2,0.384,38,8,85.5,54.4,450.6,81.5,74.9,0.061,LOW,72.6,HIGH,1
95.9,0,1,0.382,51,2,98.0,89.9,443.7,79.1,97.0,-0.204,LOW,96.1,HIGH,1
74.4,2,8,0.503,39,14,96.6,46.1,430.5,66.7,77.2,-0.126,MEDIUM,76.2,HIGH,1
86.4,0,2,0.285,40,6,88.0,84.5,345.9,85.8,82.0,0.01,LOW,89.4,HIGH,1
67.6,3,8,-0.168,37,18,54.6,67.5,255.2,74.9,56.5,0.116,MEDIUM,65.5,MEDIUM,1
87.0,0,2,0.009,50,7,72.8,91.4,392.9,78.5,94.4,0.408,LOW,92.3,HIGH,1
83.3,0,4,0.31,37,8,71.1,68.2,399.7,62.8,64.4,-0.158,LOW,63.9,MEDIUM,1
94.5,1,1,-0.003,43,3,96.9,77.6,463.4,100.0,93.6,-0.119,LOW,88.5,HIGH,1
84.0,0,3,0.141,49,9,76.9,79.3,328.3,88.4,69.4,-0.444,LOW,78.3,MEDIUM,1
78.5,0,4,-0.196,37,10,77.8,64.5,423.9,70.4,89.8,0.055,LOW,84.1,HIGH,1
80.1,0,3,0.748,32,8,98.0,75.5,309.7,81.5,96.2,-0.278,LOW,85.0,HIGH,1
82.3,0,0,-0.215,46,10,74.8,67.4,433.5,70.0,74.6,0.237,LOW,72.6,HIGH,1
70.8,1,3,0.282,41,17,58.2,77.6,261.3,75.1,78.0,0.095,LOW,68.6,MEDIUM,1
71.0,0,5,-0.12,33,13,76.8,79.0,406.1,68.6,79.4,-0.282,LOW,74.9,MEDIUM,1
83.7,0,0,-0.299,48,9,66.0,87.7,332.7,82.4,79.6,0.01,LOW,78.7,HIGH,1
82.3,1,3,0.258,37,8,67.0,66.6,362.5,64.8,76.7,0.026,LOW,72.1,HIGH,1
89.2,0,5,0.566,40,5,79.3,89.0,388.1,100.0,81.2,0.314,LOW,85.9,HIGH,1
52.0,3,3,-0.466,21,19,87.7,48.3,250.1,54.0,75.0,0.131,HIGH,67.8,MEDIUM,1
75.0,0,5,0.292,37,12,68.7,61.2,344.2,64.1,68.4,-0.18,LOW,72.6,MEDIUM,1
79.7,0,0,0.657,37,10,82.4,78.7,324.4,70.8,73.8,0.461,LOW,79.7,HIGH,1
86.8,0,2,0.804,40,6,75.6,65.8,355.6,89.1,70.8,-0.257,LOW,70.5,HIGH,1
85.2,0,4,0.033,41,7,79.6,89.9,486.3,85.1,79.4,0.45,LOW,83.3,HIGH,1
73.5,0,2,0.105,29,11,88.4,81.5,373.4,88.4,91.9,0.036,LOW,84.1,HIGH,1
85.5,0,5,0.155,43,7,86.8,99.0,377.7,90.5,81.8,-0.306,LOW,93.2,HIGH,1
81.9,0,2,0.338,34,8,76.4,72.6,401.3,81.8,81.1,-0.166,LOW,80.5,HIGH,1
70.1,1,4,0.068,40,17,66.9,76.7,348.4,75.6,73.8,0.14,LOW,74.8,MEDIUM,1
65.8,0,2,-0.034,30,15,86.2,70.6,301.5,60.0,70.6,0.347,LOW,77.5,MEDIUM,1
87.0,0,4,0.103,44,6,98.0,78.1,369.8,91.5,95.1,-0.184,LOW,90.9,HIGH,1
85.4,8,1,-0.95,38,6,78.8,93.1,433.0,88.8,87.8,-0.103,LOW,82.6,HIGH,-1
80.1,0,1,0.255,47,12,85.7,73.2,389.8,71.6,77.8,-0.237,LOW,79.7,HIGH,1
93.3,0,1,-0.052,40,3,94.9,82.5,511.6,85.3,89.4,-0.136,LOW,86.8,HIGH,1
76.3,0,1,-0.177,36,11,64.5,80.0,260.2,80.5,64.2,-0.164,LOW,64.0,MEDIUM,1
87.5,0,3,0.122,43,6,76.7,89.0,434.3,82.4,92.7,-0.148,LOW,85.2,HIGH,1
56.5,5,4,-0.474,24,18,72.2,58.9,319.7,54.6,68.1,0.079,HIGH,67.6,MEDIUM,1
84.9,0,4,0.013,44,8,81.0,88.6,342.1,76.0,83.2,-0.192,LOW,80.8,MEDIUM,1
75.8,0,2,0.412,42,14,65.6,81.1,356.3,75.7,73.0,0.03,LOW,68.3,MEDIUM,1
76.2,0,3,-0.058,34,10,66.0,75.0,286.3,84.1,73.8,0.421,LOW,75.5,HIGH,1
57.9,3,4,-0.591,27,20,73.6,62.3,323.7,58.3,73.7,-0.293,MEDIUM,70.9,MEDIUM,1
71.4,0,2,0.296,41,17,98.0,86.2,10.0,73.6,70.3,0.215,LOW,69.4,MEDIUM,-1
64.7,0,2,0.099,37,20,63.0,82.8,298.7,71.7,68.3,-0.285,LOW,64.9,MEDIUM,1
85.3,0,2,-0.011,34,6,67.8,69.0,352.0,73.9,71.8,-0.025,LOW,76.8,HIGH,1
78.3,0,2,0.524,34,9,80.5,61.6,331.3,73.1,79.0,0.104,LOW,72.2,MEDIUM,1
87.4,0,1,0.291,50,7,92.7,79.6,449.7,80.8,92.1,0.035,LOW,92.3,HIGH,1
74.8,0,3,0.552,40,13,42.4,62.0,307.6,65.4,56.1,0.165,LOW,54.6,MEDIUM,1
92.1,0,2,-0.166,46,4,68.5,74.5,367.5,82.9,72.9,-0.22,LOW,78.5,HIGH,1
67.0,2,1,-0.772,32,16,64.3,58.6,371.2,72.4,69.9,0.022,MEDIUM,64.9,MEDIUM,1
99.8,0,5,0.276,52,0,95.6,94.7,491.3,98.1,85.0,-0.209,LOW,94.9,HIGH,1
69.0,8,3,-0.95,39,17,52.5,63.6,301.3,65.2,48.5,0.051,MEDIUM,59.3,MEDIUM,-1
92.1,1,1,0.188,50,4,89.9,77.7,418.3,87.7,72.5,0.277,LOW,85.3,HIGH,1
93.7,1,4,0.245,38,3,98.0,89.1,473.3,88.2,95.7,0.331,LOW,95.5,HIGH,1
85.7,0,2,0.582,39,6,79.0,90.2,382.6,81.5,96.5,0.211,LOW,84.6,HIGH,1
